timestamp,r_humidity,man_valve_cmd,rchw_temp,sa_temp,ra_temp,rtemp_sp,vlv_cmd
10/03/2022 14:50,50.32568741,100,28.67923737,82.78031921,24.29943466,16,100
10/03/2022 15:00,50.3647995,100,25.51243973,83.43785095,24.13606834,16,100
10/03/2022 15:10,50.48432159,100,23.77994537,82.78342438,24.01104355,16,100
10/03/2022 15:20,50.97050476,100,23.48326302,82.86169434,23.91615105,16,100
10/03/2022 15:30,51.36175919,100,23.34065056,82.85608673,23.8492775,16,100
10/03/2022 15:40,51.89877319,100,22.92154121,83.09213257,23.74600029,16,100
10/03/2022 15:50,52.28861618,100,22.8317852,83.06681061,23.69701958,16,100
10/03/2022 16:00,52.50800323,100,22.48260689,83.06224823,23.66599464,16,100
10/03/2022 16:10,52.67698288,100,22.32261467,83.09117889,23.64990616,16,100
10/03/2022 16:20,52.91421509,100,22.05418205,82.96966553,23.59667397,16,100
10/03/2022 16:30,53.12956619,100,22.05198479,82.99642181,23.58093643,16,100
10/03/2022 16:40,53.68497467,100,21.81614113,83.32355499,23.5185585,16,100
10/03/2022 16:50,53.79974365,100,21.62445259,83.31156158,23.47178459,16,100
10/03/2022 17:00,53.96599197,100,21.57910156,83.2951889,23.44190979,16,100
10/03/2022 17:10,53.94104767,100,21.21329498,83.02867126,23.32680893,16,100
10/03/2022 17:20,54.0765419,100,21.19093895,83.15937805,23.30987167,16,100
10/03/2022 17:30,54.35470963,100,20.22773552,83.21821594,23.26937294,16,100
10/03/2022 17:40,54.59938812,100,19.80381775,82.99990082,23.17340088,16,100
10/03/2022 17:50,54.85963821,100,19.04459381,83.02639771,23.07252121,16,100
10/03/2022 18:00,55.11612701,100,18.5565834,83.03105927,22.99962807,16,100
10/03/2022 18:10,55.2533493,100,17.8848362,83.0223999,22.90295219,16,100
10/03/2022 18:20,55.25060272,100,19.8890686,82.80812836,22.83104134,16,100
10/03/2022 18:30,55.2517128,100,19.90110779,82.66535187,22.83955574,16,100
10/03/2022 18:40,55.18558502,100,20.32374763,82.58382416,22.84235573,16,100
10/03/2022 18:50,55.38323975,100,18.66471863,82.60051727,22.81593323,16,100
10/03/2022 19:00,55.37909317,100,18.46977425,82.48256683,22.76439857,16,100
10/03/2022 19:10,55.2443924,100,17.77628326,82.41159058,22.71626663,16,100
10/03/2022 19:20,55.3518486,100,17.35230827,82.31519318,22.63949585,16,100
10/03/2022 19:30,55.36543655,100,16.94176292,82.67508698,22.59003067,16,100
10/03/2022 19:40,55.6031723,100,16.48792458,82.74242401,22.51300621,16,100
10/03/2022 19:50,55.73565292,100,16.09751129,82.8799057,22.4385376,16,100
10/03/2022 20:00,55.98189163,100,16.04312325,82.88743591,22.37538338,16,100
10/03/2022 20:10,56.1620636,100,16.04312325,82.78834534,22.34240723,16,100
10/03/2022 20:20,56.29137039,100,16.03514481,82.90697479,22.30072212,16,100
10/03/2022 20:30,56.40681458,100,16.02410507,82.76126862,22.2676487,16,100
10/03/2022 20:40,56.69002533,100,16.02874756,82.75119019,22.20508766,16,100
10/03/2022 20:50,56.87564468,100,16.04128838,82.78992462,22.16192245,16,100
10/03/2022 21:00,57.2109642,100,16.00672531,82.85780334,22.16719437,16,100
10/03/2022 21:10,57.2688942,100,16.0172081,82.96009827,22.14269829,16,100
10/03/2022 21:20,57.57408905,100,16.02974892,83.27745819,22.12903214,16,100
10/03/2022 21:30,57.45294571,100,15.99999809,83.19269562,22.10609818,16,100
10/03/2022 21:40,57.70522308,100,15.98195267,82.8470993,22.0282383,16,100
10/03/2022 21:50,57.93867111,100,16.02936172,82.55646515,21.99628067,16,100
10/03/2022 22:00,57.96645737,100,16.02271461,82.72984314,21.99085236,16,100
10/03/2022 22:10,58.08427811,100,16.03250122,83.09357452,21.94197083,16,100
10/03/2022 22:20,58.30521011,100,16.03036118,82.20090485,21.89730263,16,100
10/03/2022 22:30,57.54861832,100,12.6167345,80.22021484,22.59230995,16,0
10/03/2022 22:40,55.48621368,100,12.91844845,83.36031342,23.18931961,16,0
10/03/2022 22:50,53.71166992,100,13.24001694,83.38323212,23.44198227,16,0
10/03/2022 23:00,52.57368088,100,13.47299767,83.46959686,23.85626793,16,0
10/03/2022 23:10,51.90576935,100,13.73395061,83.78587341,23.99687004,16,0
10/03/2022 23:20,51.40730286,100,13.98861885,83.6676178,23.95214272,16,0
10/03/2022 23:30,51.04932785,100,14.23277664,83.73472595,23.906847,16,0
10/03/2022 23:40,50.91379166,100,14.37572384,83.84945679,23.85443687,16,0
10/03/2022 23:50,50.72292709,100,14.57024956,80.77642059,23.71279335,16,0
11/03/2022 0:00,50.92880249,100,14.7163105,83.23770142,23.56970787,16,0
11/03/2022 0:10,50.65143585,100,14.82269478,83.2243042,23.42997551,16,0
11/03/2022 0:20,50.76214218,100,15.0035677,82.8842392,23.2482338,16,0
11/03/2022 0:30,51.1915741,100,15.11598396,83.15567017,23.03145218,16,0
11/03/2022 0:40,51.65584183,100,15.21611023,83.81887054,22.86123085,16,0
11/03/2022 0:50,52.71928406,100,15.30316925,83.75469208,22.63591003,16,0
11/03/2022 1:00,53.80989838,100,15.45843506,83.7401123,22.45152473,16,0
11/03/2022 1:10,54.57624054,100,15.59751606,84.08460236,22.47092056,16,0
11/03/2022 1:20,54.79754257,100,15.65379333,83.77745819,22.27549934,16,0
11/03/2022 1:30,54.52236938,100,15.84000587,83.98917389,21.98561859,16,0
11/03/2022 1:40,54.63088226,100,15.92962265,83.5922699,21.81613541,16,0
11/03/2022 1:50,54.86464691,100,16.03239059,83.11065674,21.68276405,16,0
11/03/2022 2:00,55.23537445,100,16.1240654,83.42299652,21.59738159,16,0
11/03/2022 2:10,55.64852524,100,16.26431465,84.14167023,21.60572624,16,0
11/03/2022 2:20,55.90277863,100,16.3807354,84.04253387,21.43287468,16,0
11/03/2022 2:30,55.93258667,100,16.46773911,83.75183105,21.48807144,16,0
11/03/2022 2:40,55.91078568,100,16.61933136,83.57569885,21.40538788,16,0
11/03/2022 2:50,56.20537949,100,16.71940422,84.05211639,21.34482574,16,0
11/03/2022 3:00,56.57490921,100,16.82848549,83.71085358,21.27872849,16,0
11/03/2022 3:10,56.92998886,100,16.88851547,83.71762848,21.1928463,16,0
11/03/2022 3:20,56.95682907,100,16.96812248,83.63999176,21.04391098,16,0
11/03/2022 3:30,56.55487061,100,17.07275391,83.66757965,20.98175049,16,0
11/03/2022 3:40,55.6769371,100,17.18575478,83.9287796,20.82015228,16,0
11/03/2022 3:50,55.02505493,100,17.26107979,83.75349426,20.72277451,16,0
11/03/2022 4:00,54.74367905,100,17.33387184,83.65296936,20.59306335,16,0
11/03/2022 4:10,54.94752502,100,17.46422577,83.64447784,20.32145309,16,0
11/03/2022 4:20,55.30157089,100,17.56955147,83.61300659,20.06428146,16,0
11/03/2022 4:30,55.31303406,100,17.63472748,83.87133026,20.14411926,16,0
11/03/2022 4:40,55.1805191,100,17.70095825,83.95337677,20.07753563,16,0
11/03/2022 4:50,55.16815948,100,17.78840637,81.79457855,20.04452324,16,0
11/03/2022 5:00,55.03908539,100,17.90830231,84.12454987,19.96698952,16,0
11/03/2022 5:10,54.66717911,100,18.00336838,83.96612549,19.90907097,16,0
11/03/2022 5:20,54.39884567,100,18.05970192,83.95085907,19.9114933,16,0
11/03/2022 5:30,54.14252472,100,18.13736343,83.57980347,19.79902077,16,0
11/03/2022 5:40,54.14803696,100,18.19872856,81.93572235,19.66794014,16,0
11/03/2022 5:50,54.54713821,100,18.3002739,84.00152588,19.73449707,16,0
11/03/2022 6:00,54.65821457,100,18.38154793,84.23492432,19.77924919,16,0
11/03/2022 6:10,54.43320465,100,18.45314598,84.14125824,19.70370293,16,0
11/03/2022 6:20,54.38820648,100,18.52566338,84.13391876,19.65171814,16,0
11/03/2022 6:30,54.28876877,100,18.57918739,81.83008575,19.61886215,16,0
11/03/2022 6:40,53.84509659,100,18.61608696,82.03272247,19.60833549,16,0
11/03/2022 6:50,54.15850449,100,18.68440437,82.20478058,19.61146164,16,0
11/03/2022 7:00,55.19886017,100,18.7313385,84.41945648,19.49188995,16,0
11/03/2022 7:10,55.56982803,100,18.84230995,84.30170441,19.48207664,16,0
11/03/2022 7:20,55.91542816,100,18.88465691,84.20235443,19.42318726,16,0
11/03/2022 7:30,55.92361832,100,18.96871376,84.24095154,19.40386391,16,0
11/03/2022 7:40,56.22089005,100,19.02293205,84.34229279,19.56066513,16,0
11/03/2022 7:50,56.46927261,100,19.08124161,84.12939453,19.55412102,16,0
11/03/2022 8:00,56.60211563,100,19.14594269,84.11733246,19.54307365,16,0
11/03/2022 8:10,56.69902039,100,19.26853752,83.95967102,19.58780098,16,0
11/03/2022 8:20,56.72894287,100,19.32823563,84.03099823,19.59664536,16,0
11/03/2022 8:30,56.80869293,100,19.39894485,84.06767273,19.64700508,16,0
11/03/2022 8:40,56.7710228,100,19.45433235,84.02636719,19.64144516,16,0
11/03/2022 8:50,56.4487381,100,19.50160027,84.03762817,19.75439072,16,0
11/03/2022 9:00,56.56496429,100,19.5715332,84.02565002,20.17343712,16,0
11/03/2022 9:10,56.80341721,100,19.63464928,83.91971588,20.18031693,16,0
11/03/2022 9:20,56.58911896,100,19.70838928,84.02629089,20.2514782,16,0
11/03/2022 9:30,56.71550751,100,19.79703331,84.05583191,20.38603592,16,0
11/03/2022 9:40,56.93489456,100,19.84104729,83.92253113,20.3440094,16,0
11/03/2022 9:50,57.11242676,100,19.90558434,83.84041595,20.33666801,16,0
11/03/2022 10:00,56.81755447,100,19.98652458,81.57673645,20.49051285,16,0
11/03/2022 10:10,56.82304001,100,20.0763092,81.44400024,20.81397438,16,0
11/03/2022 10:20,57.08680725,100,20.11473656,78.27388763,20.9986496,16,0
11/03/2022 10:30,57.62260437,100,20.76507378,83.22080994,22.42801094,16,100
11/03/2022 10:40,56.49158478,100,25.51886177,84.55515289,22.6978035,16,100
11/03/2022 10:50,55.92436218,100,26.54162407,79.59729767,22.75038147,16,100
11/03/2022 11:00,55.1272049,100,27.15931892,84.66984558,22.87769318,16,100
11/03/2022 11:10,54.73179626,100,27.31521988,84.4817276,23.0091877,16,100
11/03/2022 11:20,54.26503372,100,27.72537804,83.85684204,23.14295578,16,100
11/03/2022 11:30,53.82384491,100,27.75946617,84.08244324,23.20730972,16,100
11/03/2022 11:40,53.33067322,100,28.11896133,84.12495422,23.33456039,16,100
11/03/2022 11:50,52.6564827,100,28.20646477,84.00138855,23.35967636,16,100
11/03/2022 12:00,52.14170837,100,28.20960617,84.27952576,23.46897507,16,100
11/03/2022 12:10,51.7538147,100,28.44000244,83.90336609,23.76385689,16,68.16879272
11/03/2022 12:20,51.90304947,100,28.63680649,84.32344055,23.62329102,16,100
